ensembl_gene_id	Gene	log2FC	padj	gene_biotype
ENSG00000101898	MCTS2P	-7.99e-02	9.71e-01	protein_coding
ENSG00000165480	SKA3	 2.46e-01	8.19e-01	protein_coding
ENSG00000279879	AC091152.4	 8.81e-01	4.23e-02	TEC
ENSG00000148110	MFSD14B	-7.34e-02	9.69e-01	protein_coding
ENSG00000180329	CCDC43	-5.26e-02	9.79e-01	protein_coding
ENSG00000238123	MID1IP1-AS1	-2.52e-01	8.55e-01	lncRNA
ENSG00000165175	MID1IP1	-8.71e-02	9.38e-01	protein_coding
ENSG00000104343	UBE2W	-1.17e-01	9.50e-01	protein_coding
ENSG00000180336	MEIOC	 7.07e-01	1.89e-01	protein_coding
ENSG00000154889	MPPE1	 7.61e-02	9.50e-01	protein_coding
ENSG00000107104	KANK1	 1.38e-01	8.60e-01	protein_coding
ENSG00000261135	AL137802.2	 4.35e-01	5.82e-01	lncRNA
ENSG00000187866	FAM122A	-1.61e-01	8.68e-01	protein_coding
ENSG00000107771	CCSER2	-3.04e-01	5.83e-01	protein_coding
ENSG00000171848	RRM2	 1.37e-02	9.91e-01	protein_coding
ENSG00000157654	PALM2-AKAP2	 1.64e-02	9.93e-01	protein_coding
ENSG00000205269	TMEM170B	-2.55e-01	7.36e-01	protein_coding
ENSG00000074356	NCBP3	 3.61e-03	9.97e-01	protein_coding
ENSG00000181915	ADO	-9.35e-02	9.55e-01	protein_coding
ENSG00000253302	STAU2-AS1	-1.98e-01	9.03e-01	lncRNA
ENSG00000115241	PPM1G	-1.39e-01	7.70e-01	protein_coding
ENSG00000170921	TANC2	 4.91e-01	3.53e-01	protein_coding
ENSG00000130348	QRSL1	 3.66e-01	5.48e-01	protein_coding
ENSG00000231806	PCAT7	 4.38e-01	4.83e-01	lncRNA
ENSG00000085760	MTIF2	 5.21e-01	3.65e-01	protein_coding
ENSG00000067082	KLF6	 6.76e-01	5.37e-02	protein_coding
ENSG00000059691	GATB	-6.23e-03	9.96e-01	protein_coding
ENSG00000112739	PRPF4B	 8.85e-01	3.36e-02	protein_coding
ENSG00000167747	C19orf48	-7.90e-02	9.32e-01	transcribed_unitary_pseudogene
ENSG00000131748	STARD3	 4.22e-03	9.97e-01	protein_coding
ENSG00000188517	COL25A1	 3.21e-01	7.75e-01	protein_coding
ENSG00000163877	SNIP1	 3.80e-02	9.77e-01	protein_coding
ENSG00000233421	LINC01783	 3.29e-01	7.30e-01	lncRNA
ENSG00000070423	RNF126	-7.40e-02	9.47e-01	protein_coding
ENSG00000113368	LMNB1	 8.98e-02	8.81e-01	protein_coding
ENSG00000219481	NBPF1	 6.34e-02	9.66e-01	protein_coding
ENSG00000145626	UGT3A1	 7.36e-02	9.64e-01	protein_coding
ENSG00000187498	COL4A1	 1.75e-01	8.70e-01	protein_coding
ENSG00000130816	DNMT1	 8.50e-02	9.29e-01	protein_coding
ENSG00000117000	RLF	-3.89e-01	5.66e-01	protein_coding
ENSG00000169032	MAP2K1	-6.42e-02	9.67e-01	protein_coding
ENSG00000137310	TCF19	-4.39e-02	9.69e-01	protein_coding
ENSG00000137312	FLOT1	-7.14e-02	9.57e-01	protein_coding
ENSG00000174446	SNAPC5	-1.33e-01	8.99e-01	protein_coding
ENSG00000258890	CEP95	 2.27e-01	7.70e-01	protein_coding
ENSG00000126267	COX6B1	-9.12e-01	3.51e-05	protein_coding
ENSG00000261351	AC116913.1	 4.68e-01	5.33e-01	lncRNA
ENSG00000155849	ELMO1	 1.68e-01	8.82e-01	protein_coding
ENSG00000134871	COL4A2	-1.39e-02	9.93e-01	protein_coding
ENSG00000178199	ZC3H12D	-2.98e-01	7.69e-01	protein_coding
ENSG00000221829	FANCG	-2.01e-01	8.08e-01	protein_coding
ENSG00000184924	PTRHD1	-7.43e-01	1.50e-02	protein_coding
ENSG00000106948	AKNA	 1.06e-02	9.93e-01	protein_coding
ENSG00000108854	SMURF2	 3.18e-02	9.88e-01	protein_coding
ENSG00000215908	CROCCP2	 6.34e-01	1.17e-01	transcribed_unprocessed_pseudogene
ENSG00000138092	CENPO	 2.05e-01	8.01e-01	protein_coding
ENSG00000113716	HMGXB3	 6.95e-02	9.64e-01	protein_coding
ENSG00000122026	RPL21	-5.99e-01	4.40e-02	protein_coding
ENSG00000155850	SLC26A2	-2.56e-01	8.47e-01	protein_coding
ENSG00000146147	MLIP	-1.37e-01	9.50e-01	protein_coding
ENSG00000133398	MED10	-2.63e-01	5.82e-01	protein_coding
ENSG00000164296	TIGD6	-1.72e-01	9.17e-01	protein_coding
ENSG00000141404	GNAL	 7.39e-02	9.59e-01	protein_coding
ENSG00000126746	ZNF384	 1.85e-01	6.64e-01	protein_coding
ENSG00000010310	GIPR	 1.57e-01	9.31e-01	protein_coding
ENSG00000138119	MYOF	 1.11e-01	9.65e-01	protein_coding
ENSG00000148154	UGCG	 5.72e-01	7.32e-02	protein_coding
ENSG00000150776	NKAPD1	-3.75e-02	9.90e-01	protein_coding
ENSG00000272501	AL662844.4	 5.12e-01	3.74e-01	lncRNA
ENSG00000253846	PCDHGA10	-3.65e-01	7.05e-01	protein_coding
ENSG00000266947	AC022916.1	 1.90e-03	9.99e-01	lncRNA
ENSG00000147526	TACC1	 4.39e-01	2.11e-01	protein_coding
ENSG00000173926	MARCH3	-6.02e-02	9.79e-01	protein_coding
ENSG00000149273	RPS3	-6.00e-01	5.80e-04	protein_coding
ENSG00000150779	TIMM8B	-9.92e-01	7.04e-04	protein_coding
ENSG00000108654	DDX5	 3.50e-01	5.49e-01	protein_coding
ENSG00000206418	RAB12	-3.39e-02	9.83e-01	protein_coding
ENSG00000142168	SOD1	-6.05e-01	9.03e-03	protein_coding
ENSG00000184787	UBE2G2	 1.82e-01	7.01e-01	protein_coding
ENSG00000138031	ADCY3	 2.30e-01	5.04e-01	protein_coding
ENSG00000167695	FAM57A	 1.26e-02	9.93e-01	protein_coding
ENSG00000166750	SLFN5	 2.99e-01	7.18e-01	protein_coding
ENSG00000271936	AC012073.1	-3.53e-02	9.83e-01	lncRNA
ENSG00000123191	ATP7B	 5.79e-01	4.01e-02	protein_coding
ENSG00000227467	LINC01537	 3.41e-01	7.09e-01	lncRNA
ENSG00000005801	ZNF195	 4.93e-01	2.15e-01	protein_coding
ENSG00000189229	AC069277.1	-3.02e-01	6.92e-01	lncRNA
ENSG00000166407	LMO1	-2.20e-01	8.19e-01	protein_coding
ENSG00000180198	RCC1	 5.64e-02	9.79e-01	protein_coding
ENSG00000122550	KLHL7	-3.08e-01	6.73e-01	protein_coding
ENSG00000226085	UQCRFS1P1	-1.45e-01	9.24e-01	processed_pseudogene
ENSG00000109756	RAPGEF2	 4.08e-01	3.63e-01	protein_coding
ENSG00000150768	DLAT	-1.04e-01	8.88e-01	protein_coding
ENSG00000242125	SNHG3	 8.32e-01	1.04e-02	lncRNA
ENSG00000163701	IL17RE	-3.63e-01	6.95e-01	protein_coding
ENSG00000112237	CCNC	-1.38e-01	9.17e-01	protein_coding
ENSG00000204308	RNF5	-6.06e-01	4.63e-02	protein_coding
ENSG00000175344	CHRNA7	 1.42e-01	9.23e-01	protein_coding
ENSG00000058799	YIPF1	-2.18e-01	7.91e-01	protein_coding
ENSG00000101473	ACOT8	-4.32e-01	2.89e-01	protein_coding
ENSG00000151348	EXT2	-5.84e-02	9.70e-01	protein_coding
ENSG00000048544	MRPS10	-2.36e-01	7.49e-01	protein_coding
ENSG00000188263	IL17REL	 1.69e-01	9.27e-01	protein_coding
ENSG00000124104	SNX21	 2.40e-01	7.89e-01	protein_coding
ENSG00000132004	FBXW9	-1.18e-01	9.31e-01	protein_coding
ENSG00000166452	AKIP1	-1.79e-01	8.74e-01	protein_coding
ENSG00000100320	RBFOX2	 3.60e-01	5.17e-01	protein_coding
ENSG00000171490	RSL1D1	 2.61e-01	8.34e-01	protein_coding
ENSG00000123219	CENPK	 3.09e-01	7.13e-01	protein_coding
ENSG00000153292	ADGRF1	 1.17e+00	9.49e-05	protein_coding
ENSG00000130304	SLC27A1	 4.44e-01	3.79e-01	protein_coding
ENSG00000140350	ANP32A	 1.26e-01	9.25e-01	protein_coding
ENSG00000224389	C4B	-2.56e-02	9.91e-01	protein_coding
ENSG00000132740	IGHMBP2	 4.50e-01	7.62e-02	protein_coding
ENSG00000040341	STAU2	-4.76e-01	1.78e-01	protein_coding
ENSG00000110200	ANAPC15	-4.02e-01	3.34e-01	protein_coding
ENSG00000132424	PNISR	 7.12e-01	6.18e-02	protein_coding
ENSG00000070413	DGCR2	 6.36e-02	9.41e-01	protein_coding
ENSG00000114120	SLC25A36	 9.78e-01	2.08e-04	protein_coding
ENSG00000259943	AL050341.2	 1.18e-01	9.43e-01	lncRNA
ENSG00000100216	TOMM22	-2.89e-01	6.98e-01	protein_coding
ENSG00000123143	PKN1	 5.33e-02	9.71e-01	protein_coding
ENSG00000160584	SIK3	 1.39e-01	9.05e-01	protein_coding
ENSG00000101868	POLA1	-1.88e-01	7.75e-01	protein_coding
ENSG00000151292	CSNK1G3	-1.06e+00	6.89e-05	protein_coding
ENSG00000163820	FYCO1	 1.70e-01	8.51e-01	protein_coding
ENSG00000225151	GOLGA2P7	 1.81e-01	8.01e-01	transcribed_unprocessed_pseudogene
ENSG00000130313	AC010618.1	-4.17e-01	2.89e-01	protein_coding
ENSG00000168502	MTCL1	-4.83e-01	6.27e-02	protein_coding
ENSG00000184206	GOLGA6L4	 8.74e-01	6.60e-02	protein_coding
ENSG00000070404	FSTL3	 1.85e-01	8.44e-01	protein_coding
ENSG00000273311	DGCR11	 1.75e-01	9.02e-01	lncRNA
ENSG00000265962	GACAT2	-6.35e-02	9.79e-01	lncRNA
ENSG00000133265	HSPBP1	 1.51e-02	9.93e-01	protein_coding
ENSG00000167103	PIP5KL1	 1.60e-01	9.25e-01	protein_coding
ENSG00000275464	FP565260.1	 3.90e-01	4.55e-01	protein_coding
ENSG00000100221	JOSD1	 9.27e-02	8.73e-01	protein_coding
ENSG00000101224	CDC25B	-2.85e-02	9.79e-01	protein_coding
ENSG00000100629	CEP128	-5.45e-01	1.32e-01	protein_coding
ENSG00000197562	RAB40C	 2.97e-02	9.83e-01	protein_coding
ENSG00000134697	GNL2	 3.75e-01	6.53e-01	protein_coding
ENSG00000100030	MAPK1	-6.02e-02	9.51e-01	protein_coding
ENSG00000076685	NT5C2	 1.58e-01	8.82e-01	protein_coding
ENSG00000234745	HLA-B	-3.48e-01	1.42e-01	protein_coding
ENSG00000161647	MPP3	 4.12e-01	2.95e-01	protein_coding
ENSG00000113615	SEC24A	 1.68e-01	8.83e-01	protein_coding
ENSG00000131351	HAUS8	-1.19e-01	9.31e-01	protein_coding
ENSG00000164236	ANKRD33B	 1.26e-01	9.27e-01	protein_coding
ENSG00000265763	ZNF488	-6.76e-02	9.71e-01	protein_coding
ENSG00000280071	GATD3B	-1.75e-01	8.60e-01	protein_coding
ENSG00000039560	RAI14	 4.20e-02	9.82e-01	protein_coding
ENSG00000163879	DNALI1	-1.97e-01	9.08e-01	protein_coding
ENSG00000164291	ARSK	-3.06e-01	7.09e-01	protein_coding
ENSG00000164828	SUN1	 6.21e-02	9.63e-01	protein_coding
ENSG00000250903	GMDS-DT	-4.22e-01	2.97e-01	lncRNA
ENSG00000177733	HNRNPA0	 5.21e-02	9.61e-01	protein_coding
ENSG00000011478	QPCTL	-1.82e-01	7.10e-01	protein_coding
ENSG00000184900	SUMO3	-2.37e-01	7.76e-01	protein_coding
ENSG00000092203	TOX4	 4.56e-02	9.79e-01	protein_coding
ENSG00000148842	CNNM2	 1.69e-01	8.35e-01	protein_coding
ENSG00000125743	SNRPD2	-9.75e-01	9.79e-04	protein_coding
ENSG00000137573	SULF1	 6.71e-01	1.78e-01	protein_coding
ENSG00000108773	KAT2A	 1.66e-01	8.91e-01	protein_coding
ENSG00000250159	AC106791.1	 6.06e-01	1.03e-01	lncRNA
ENSG00000265190	ANXA8	 1.63e-01	8.53e-01	protein_coding
ENSG00000236618	PITPNA-AS1	-7.39e-01	1.29e-02	lncRNA
ENSG00000152700	SAR1B	-9.60e-03	9.92e-01	protein_coding
ENSG00000165819	METTL3	-3.09e-02	9.87e-01	protein_coding
ENSG00000108774	RAB5C	-2.00e-01	8.32e-01	protein_coding
ENSG00000197405	C5AR1	-7.35e-02	9.62e-01	protein_coding
ENSG00000078668	VDAC3	-2.22e-01	7.69e-01	protein_coding
ENSG00000134830	C5AR2	-1.20e-01	9.25e-01	protein_coding
ENSG00000182362	YBEY	-6.02e-01	1.31e-02	protein_coding
ENSG00000119402	FBXW2	 2.30e-02	9.83e-01	protein_coding
ENSG00000179409	GEMIN4	 5.54e-02	9.69e-01	protein_coding
ENSG00000105656	ELL	 1.27e-01	9.09e-01	protein_coding
ENSG00000174238	PITPNA	-1.31e-01	8.01e-01	protein_coding
ENSG00000137040	RANBP6	 2.95e-02	9.90e-01	protein_coding
ENSG00000196391	ZNF774	 1.68e-01	9.24e-01	protein_coding
ENSG00000129595	EPB41L4A	-2.77e-01	6.95e-01	protein_coding
ENSG00000214654	B3GNT10	 3.57e-02	9.88e-01	protein_coding
ENSG00000155906	RMND1	 3.94e-01	6.03e-01	protein_coding
ENSG00000129472	RAB2B	-4.26e-01	3.46e-01	protein_coding
ENSG00000021574	SPAST	-1.17e-02	9.94e-01	protein_coding
ENSG00000197905	TEAD4	 3.18e-02	9.88e-01	protein_coding
ENSG00000180776	ZDHHC20	-6.64e-02	9.77e-01	protein_coding
ENSG00000108509	CAMTA2	 8.73e-02	9.64e-01	protein_coding
ENSG00000150712	MTMR12	-1.30e-02	9.92e-01	protein_coding
ENSG00000109111	SUPT6H	 1.31e-01	9.31e-01	protein_coding
ENSG00000166068	SPRED1	-1.45e-01	8.99e-01	protein_coding
ENSG00000125733	TRIP10	 1.14e-01	9.17e-01	protein_coding
ENSG00000234912	SNHG20	 1.50e-01	8.97e-01	lncRNA
ENSG00000031003	FAM13B	-1.28e-01	9.11e-01	protein_coding
ENSG00000113119	TMCO6	 2.73e-02	9.79e-01	protein_coding
ENSG00000108799	EZH1	 3.72e-01	4.75e-01	protein_coding
ENSG00000188763	FZD9	 1.26e-01	9.35e-01	protein_coding
ENSG00000224086	AC245452.1	 5.14e-01	3.43e-01	lncRNA
ENSG00000224032	EPB41L4A-AS1	-4.02e-01	3.82e-01	lncRNA
ENSG00000124496	TRERF1	 1.09e-01	9.47e-01	protein_coding
ENSG00000113161	HMGCR	 5.88e-01	1.16e-01	protein_coding
ENSG00000100034	PPM1F	 1.86e-01	8.33e-01	protein_coding
ENSG00000115392	FANCL	-5.28e-01	4.58e-02	protein_coding
ENSG00000112977	DAP	-2.02e-01	5.01e-01	protein_coding
ENSG00000173153	ESRRA	-2.43e-02	9.88e-01	protein_coding
ENSG00000084073	ZMPSTE24	-3.01e-02	9.90e-01	protein_coding
ENSG00000129657	SEC14L1	 6.56e-02	9.42e-01	protein_coding
ENSG00000072110	ACTN1	 1.36e-01	7.35e-01	protein_coding
ENSG00000161692	DBF4B	 1.63e-01	6.59e-01	protein_coding
ENSG00000009954	BAZ1B	 3.43e-02	9.90e-01	protein_coding
ENSG00000173113	TRMT112	-5.61e-01	5.41e-03	protein_coding
ENSG00000157554	ERG	 3.62e-01	6.03e-01	protein_coding
ENSG00000164068	RNF123	 2.33e-01	5.17e-01	protein_coding
ENSG00000148120	C9orf3	-2.39e-02	9.90e-01	protein_coding
ENSG00000279407	AC007191.1	 4.32e-01	3.90e-01	TEC
ENSG00000115216	NRBP1	-9.03e-02	9.67e-01	protein_coding
ENSG00000177051	FBXO46	 9.82e-02	9.29e-01	protein_coding
ENSG00000166377	ATP9B	 3.26e-01	7.27e-01	protein_coding
ENSG00000113141	IK	 1.95e-01	8.97e-01	protein_coding
ENSG00000127418	FGFRL1	-1.21e-01	8.88e-01	protein_coding
ENSG00000166794	PPIB	-3.55e-01	4.67e-01	protein_coding
ENSG00000157734	SNX22	 2.58e-01	8.04e-01	protein_coding
ENSG00000272398	CD24	-1.81e-01	7.50e-01	protein_coding
ENSG00000157036	EXOG	 1.00e-01	9.47e-01	protein_coding
ENSG00000106069	CHN2	 1.15e-01	9.35e-01	protein_coding
ENSG00000100038	TOP3B	 3.51e-01	4.13e-01	protein_coding
ENSG00000185585	OLFML2A	 9.83e-02	9.52e-01	protein_coding
ENSG00000188483	IER5L	-1.84e-01	8.73e-01	protein_coding
ENSG00000204055	AL158151.1	-2.47e-02	9.92e-01	lncRNA
ENSG00000137193	PIM1	 5.18e-02	9.69e-01	protein_coding
ENSG00000239857	GET4	 3.40e-02	9.88e-01	protein_coding
ENSG00000129195	PIMREG	-2.63e-02	9.91e-01	protein_coding
ENSG00000152818	UTRN	 5.37e-01	4.31e-01	protein_coding
ENSG00000073464	CLCN4	 6.08e-01	1.24e-01	protein_coding
ENSG00000179933	C14orf119	-5.12e-01	1.96e-01	protein_coding
ENSG00000254999	BRK1	-5.05e-01	9.59e-02	protein_coding
ENSG00000138738	PRDM5	 3.24e-01	5.57e-01	protein_coding
ENSG00000134086	VHL	-1.09e-01	8.38e-01	protein_coding
ENSG00000089685	BIRC5	-2.19e-02	9.92e-01	protein_coding
ENSG00000080839	RBL1	 2.48e-01	7.41e-01	protein_coding
ENSG00000115756	HPCAL1	-5.29e-02	9.59e-01	protein_coding
ENSG00000145996	CDKAL1	 1.09e-01	9.50e-01	protein_coding
ENSG00000198561	CTNND1	 8.47e-02	9.29e-01	protein_coding
ENSG00000136942	RPL35	-1.17e+00	2.25e-06	protein_coding
ENSG00000173540	GMPPB	 1.74e-01	8.81e-01	protein_coding
ENSG00000028116	VRK2	 1.00e-01	9.65e-01	protein_coding
ENSG00000175449	RFESD	 1.31e-01	9.48e-01	protein_coding
ENSG00000099864	PALM	 1.80e-02	9.89e-01	protein_coding
ENSG00000182117	NOP10	-7.54e-01	6.00e-03	protein_coding
ENSG00000110429	FBXO3	-5.00e-02	9.78e-01	protein_coding
ENSG00000091622	PITPNM3	 3.14e-01	7.40e-01	protein_coding
ENSG00000133477	FAM83F	-2.89e-01	8.01e-01	protein_coding
ENSG00000099954	CECR2	 3.60e-01	7.22e-01	protein_coding
ENSG00000134070	IRAK2	-5.09e-02	9.77e-01	protein_coding
ENSG00000131495	NDUFA2	-9.97e-01	1.30e-04	protein_coding
ENSG00000146047	HIST1H2BA	-1.25e+00	5.54e-04	protein_coding
ENSG00000236824	BCYRN1	-2.96e-01	7.43e-01	scRNA
ENSG00000116478	HDAC1	-6.51e-02	9.28e-01	protein_coding
ENSG00000052850	ALX4	 1.88e-01	8.75e-01	protein_coding
ENSG00000106723	SPIN1	-6.99e-02	9.58e-01	protein_coding
ENSG00000171262	FAM98B	 6.71e-02	9.74e-01	protein_coding
ENSG00000127481	UBR4	 1.30e-01	9.53e-01	protein_coding
ENSG00000106635	BCL7B	-1.06e-01	8.52e-01	protein_coding
ENSG00000130349	C6orf203	-5.83e-02	9.74e-01	protein_coding
ENSG00000136950	ARPC5L	-1.54e-01	8.19e-01	protein_coding
ENSG00000196639	HRH1	 3.35e-02	9.90e-01	protein_coding
ENSG00000100056	ESS2	 1.44e-01	8.57e-01	protein_coding
ENSG00000122692	SMU1	 2.89e-02	9.82e-01	protein_coding
ENSG00000272084	AL137127.1	 2.36e-01	8.64e-01	lncRNA
ENSG00000167106	FAM102A	 5.28e-01	8.91e-02	protein_coding
ENSG00000065491	TBC1D22B	-2.52e-02	9.83e-01	protein_coding
ENSG00000204525	HLA-C	 1.26e-01	9.43e-01	protein_coding
ENSG00000164535	DAGLB	 3.12e-01	5.91e-01	protein_coding
ENSG00000099949	LZTR1	 4.63e-01	5.33e-02	protein_coding
ENSG00000105701	FKBP8	-1.65e-01	8.57e-01	protein_coding
ENSG00000124784	RIOK1	 1.30e-01	9.43e-01	protein_coding
ENSG00000136908	DPM2	-2.30e-01	6.39e-01	protein_coding
ENSG00000144635	DYNC1LI1	-6.54e-02	9.67e-01	protein_coding
ENSG00000106868	SUSD1	 4.13e-01	4.05e-01	protein_coding
ENSG00000068079	IFI35	-1.97e-01	8.13e-01	protein_coding
ENSG00000100813	ACIN1	 1.81e-01	5.43e-01	protein_coding
ENSG00000160469	BRSK1	 5.01e-01	3.38e-01	protein_coding
ENSG00000170540	ARL6IP1	-1.71e-02	9.92e-01	protein_coding
ENSG00000170677	SOCS6	 2.33e-03	9.99e-01	protein_coding
ENSG00000088451	TGDS	-1.85e-01	8.84e-01	protein_coding
ENSG00000176731	C8orf59	-1.19e+00	1.56e-04	protein_coding
ENSG00000204305	AGER	-8.76e-02	9.71e-01	protein_coding
ENSG00000272829	AC002470.1	-3.25e-01	6.65e-01	lncRNA
ENSG00000167674	HDGFL2	 1.29e-01	9.21e-01	protein_coding
ENSG00000189136	UBE2Q2P1	 5.97e-01	2.16e-01	transcribed_unprocessed_pseudogene
ENSG00000136240	KDELR2	-1.05e-01	9.05e-01	protein_coding
ENSG00000132635	PCED1A	 1.85e-01	7.93e-01	protein_coding
ENSG00000167676	PLIN4	 4.94e-01	4.28e-01	protein_coding
ENSG00000106066	CPVL	-1.38e-01	9.43e-01	protein_coding
ENSG00000173221	GLRX	-4.42e-01	2.49e-01	protein_coding
ENSG00000099290	WASHC2A	 1.12e-01	9.60e-01	protein_coding
ENSG00000037474	NSUN2	 1.54e-01	8.45e-01	protein_coding
ENSG00000164292	RHOBTB3	 1.58e-01	8.14e-01	protein_coding
ENSG00000165502	RPL36AL	-1.52e-01	9.24e-01	protein_coding
ENSG00000164187	LMBRD2	 5.27e-01	1.47e-01	protein_coding
ENSG00000151466	SCLT1	-2.63e-01	7.35e-01	protein_coding
ENSG00000237452	BHMG1	 2.62e-02	9.90e-01	protein_coding
ENSG00000085832	EPS15	-2.36e-01	8.22e-01	protein_coding
ENSG00000168282	MGAT2	 3.83e-02	9.87e-01	protein_coding
ENSG00000168843	FSTL5	-8.47e-02	9.69e-01	protein_coding
ENSG00000267073	AC005256.1	-5.35e-01	1.08e-01	lncRNA
ENSG00000067141	NEO1	 5.42e-01	3.99e-01	protein_coding
ENSG00000133740	E2F5	-2.04e-01	8.98e-01	protein_coding
ENSG00000243646	IL10RB	-1.06e-01	9.01e-01	protein_coding
ENSG00000172935	MRGPRF	 2.25e-01	8.78e-01	protein_coding
ENSG00000062650	WAPL	 5.07e-02	9.82e-01	protein_coding
ENSG00000105185	PDCD5	-2.58e-01	7.36e-01	protein_coding
ENSG00000013561	RNF14	-2.79e-02	9.88e-01	protein_coding
ENSG00000164934	DCAF13	 1.41e-01	9.03e-01	protein_coding
ENSG00000183255	PTTG1IP	-3.55e-02	9.80e-01	protein_coding
ENSG00000172915	NBEA	 1.11e-01	9.55e-01	protein_coding
ENSG00000204444	APOM	-3.17e-01	7.35e-01	protein_coding
ENSG00000134419	RPS15A	-1.18e+00	1.59e-07	protein_coding
ENSG00000162517	PEF1	-1.52e-01	9.31e-01	protein_coding
ENSG00000165506	DNAAF2	-1.37e-01	9.12e-01	protein_coding
ENSG00000164933	SLC25A32	-5.23e-02	9.74e-01	protein_coding
ENSG00000081870	HSPB11	-3.96e-01	4.82e-01	protein_coding
ENSG00000137331	IER3	-1.67e-01	8.99e-01	protein_coding
ENSG00000259605	AC074212.1	 1.01e-01	9.69e-01	lncRNA
ENSG00000204463	BAG6	-1.54e-01	7.61e-01	protein_coding
ENSG00000131013	PPIL4	-1.30e-01	9.43e-01	protein_coding
ENSG00000267395	DM1-AS	 4.65e-02	9.82e-01	lncRNA
ENSG00000113163	COL4A3BP	 1.30e-01	9.37e-01	protein_coding
ENSG00000100078	PLA2G3	 1.20e-01	9.47e-01	protein_coding
ENSG00000140386	SCAPER	 7.18e-01	1.48e-02	protein_coding
ENSG00000004660	CAMKK1	 3.90e-01	1.25e-01	protein_coding
ENSG00000253710	ALG11	-2.13e-01	8.57e-01	protein_coding
ENSG00000162086	ZNF75A	 4.52e-01	5.81e-01	protein_coding
ENSG00000182903	ZNF721	-4.93e-01	3.72e-01	protein_coding
ENSG00000124766	SOX4	 1.23e-01	7.79e-01	protein_coding
ENSG00000124535	WRNIP1	 9.41e-02	9.46e-01	protein_coding
ENSG00000211450	SELENOH	-7.75e-01	3.00e-04	protein_coding
ENSG00000281005	LINC00921	 2.10e-01	8.72e-01	lncRNA
ENSG00000093010	COMT	-1.60e-01	8.81e-01	protein_coding
ENSG00000006194	ZNF263	 2.62e-01	7.31e-01	protein_coding
ENSG00000139192	TAPBPL	-7.78e-03	9.96e-01	protein_coding
ENSG00000159110	IFNAR2	-1.03e-01	9.16e-01	protein_coding
ENSG00000213593	TMX2	-7.23e-02	9.53e-01	protein_coding
ENSG00000126368	NR1D1	 5.37e-02	9.81e-01	protein_coding
ENSG00000169718	DUS1L	 1.23e-01	9.29e-01	protein_coding
ENSG00000164615	CAMLG	-5.58e-01	7.88e-02	protein_coding
ENSG00000086062	B4GALT1	-1.42e-01	7.14e-01	protein_coding
ENSG00000161265	U2AF1L4	-7.65e-02	9.67e-01	protein_coding
ENSG00000077684	JADE1	 1.14e-01	8.74e-01	protein_coding
ENSG00000136810	TXN	-7.20e-01	1.14e-01	protein_coding
ENSG00000165282	PIGO	 2.17e-01	6.86e-01	protein_coding
ENSG00000130475	FCHO1	 1.28e-01	8.52e-01	protein_coding
ENSG00000132256	TRIM5	 1.67e-01	6.16e-01	protein_coding
ENSG00000167699	GLOD4	 8.45e-02	9.39e-01	protein_coding
ENSG00000138942	RNF185	-1.93e-01	8.39e-01	protein_coding
ENSG00000126351	THRA	 2.77e-02	9.83e-01	protein_coding
ENSG00000130382	MLLT1	 1.02e-01	9.24e-01	protein_coding
ENSG00000173638	SLC19A1	 5.31e-01	1.24e-01	protein_coding
ENSG00000163584	RPL22L1	-6.39e-01	1.66e-01	protein_coding
ENSG00000139190	VAMP1	 1.01e-01	9.61e-01	protein_coding
ENSG00000115758	ODC1	 3.37e-02	9.90e-01	protein_coding
ENSG00000166135	HIF1AN	 1.14e-01	9.39e-01	protein_coding
ENSG00000175130	MARCKSL1	-5.96e-02	9.59e-01	protein_coding
ENSG00000114573	ATP6V1A	 4.53e-02	9.81e-01	protein_coding
ENSG00000084636	COL16A1	 5.78e-01	3.18e-01	protein_coding
ENSG00000122035	RASL11A	-2.59e-01	6.14e-01	protein_coding
ENSG00000125968	ID1	-3.31e-01	5.79e-01	protein_coding
ENSG00000225663	MCRIP1	-2.96e-01	6.45e-01	protein_coding
ENSG00000166136	NDUFB8	-7.16e-01	2.61e-03	protein_coding
ENSG00000104472	CHRAC1	-1.15e-01	8.47e-01	protein_coding
ENSG00000270959	LPP-AS2	 5.19e-01	2.58e-01	lncRNA
ENSG00000214456	PLIN5	 4.82e-01	2.75e-01	protein_coding
ENSG00000225828	FAM229A	-3.26e-01	7.52e-01	protein_coding
ENSG00000272333	KMT2B	 5.31e-02	9.82e-01	protein_coding
ENSG00000171236	LRG1	-2.18e-01	7.53e-01	protein_coding
ENSG00000164050	PLXNB1	 2.66e-01	7.30e-01	protein_coding
ENSG00000198836	OPA1	 7.79e-01	2.92e-02	protein_coding
ENSG00000267737	AC087645.2	 1.86e-01	8.99e-01	lncRNA
ENSG00000184557	SOCS3	-2.24e-01	5.24e-01	protein_coding
ENSG00000105287	PRKD2	 1.55e-01	7.69e-01	protein_coding
ENSG00000126246	IGFLR1	-2.76e-01	4.57e-01	protein_coding
ENSG00000107262	BAG1	-1.53e-01	9.24e-01	protein_coding
ENSG00000104936	DMPK	 2.29e-01	3.83e-01	protein_coding
ENSG00000002549	LAP3	 1.75e-01	8.69e-01	protein_coding
ENSG00000145012	LPP	 1.92e-03	9.98e-01	protein_coding
ENSG00000167880	EVPL	 5.48e-01	1.05e-01	protein_coding
ENSG00000160298	C21orf58	 2.58e-01	5.33e-01	protein_coding
